K,Repeat,d_PCA,Method,β,β_star,Novelty,Diversity,Energy,SeqID,ValidAA,KL_AA
100,2,77,SA (generation),8.0,3.8483348970335034,0.6694144133429731,1.0003931872592677,4.324193523958764,0.5855913978494622,1.0,0.015943913167792877
100,2,77,Gaussian pert.,77.0,3.8483348970335034,0.009889503568878105,0.9989620982271804,-0.48981703389919073,0.8163440860215053,1.0,0.026626451338889273
100,2,77,Convex comb.,77.0,3.8483348970335034,0.5225904183020881,0.9960485173032965,-0.06644981588119363,0.6903225806451612,1.0,1.241243774375317
100,2,77,SA (retrieval),77.0,3.8483348970335034,0.2996386756041696,0.9936175300949321,0.005691753329807652,0.7479569892473119,1.0,0.03664725435192088
100,3,77,Bootstrap,77.0,3.8483348970335034,-1.0880185641326534e-16,1.0008027191178503,-0.4999999999997749,0.8086021505376344,1.0,0.01972028519276936
100,3,77,SA (generation),8.0,3.8483348970335034,0.666660340701062,1.0011160154980527,4.3334653188417285,0.5916129032258064,1.0,0.01135318391628101
100,3,77,Gaussian pert.,77.0,3.8483348970335034,0.009784330365671893,0.9992896656341578,-0.4899474089917617,0.8266666666666665,1.0,0.02136634724185726
100,3,77,Convex comb.,77.0,3.8483348970335034,0.5411893945756334,0.9904382307309388,-0.06609972910348515,0.7524731182795698,1.0,2.210857729099472
100,3,77,SA (retrieval),77.0,3.8483348970335034,0.2934668513381196,0.9891260213006152,0.004322944959736601,0.753548387096774,1.0,0.022388716167729444
100,4,77,Bootstrap,77.0,3.8483348970335034,-5.2550556498924076e-17,1.0024582805260156,-0.5000000002529168,0.8165591397849463,1.0,0.030476392902119766
100,4,77,SA (generation),8.0,3.8483348970335034,0.665152037929831,1.0011113666181675,4.310613731393838,0.5894623655913979,1.0,0.016078164487484718
100,4,77,Gaussian pert.,77.0,3.8483348970335034,0.009734243157006415,1.0012860422725187,-0.4899923250983014,0.8163440860215053,1.0,0.03193018084114483
100,4,77,Convex comb.,77.0,3.8483348970335034,0.5337383392947911,0.9932906088474595,-0.06601499221515125,0.6191397849462366,1.0,0.7635871443851289
100,4,77,SA (retrieval),77.0,3.8483348970335034,0.2917845761914688,0.995682153550222,0.002409222586172471,0.7602150537634408,1.0,0.04229367172232302
100,5,76,Bootstrap,77.0,3.8483348970335034,5.921189464667502e-18,1.0006056321623455,-0.49999999999981337,0.8369892473118279,1.0,0.0252771681768222
100,5,76,SA (generation),8.0,3.8483348970335034,0.6612855622871745,0.9996997663139259,3.954943845778239,0.5976344086021504,1.0,0.017505265112395516
100,5,76,Gaussian pert.,77.0,3.8483348970335034,0.009418815548908435,0.9995031925296608,-0.4903500870118856,0.8578494623655915,1.0,0.02215772733470513
100,5,76,Convex comb.,77.0,3.8483348970335034,0.5439468104829995,0.9895168495189663,-0.06616535472110535,0.6236559139784947,1.0,1.1691216758728327
100,5,76,SA (retrieval),77.0,3.8483348970335034,0.29016899746097163,0.9896706073125043,-0.0017011930210764266,0.7640860215053761,1.0,0.038458906503123086
200,1,129,Bootstrap,92.0,4.57890931841707,-9.62193288008469e-17,1.000427734671304,-0.4999999999997741,0.8060215053763441,1.0,0.039418076786445044
200,1,129,SA (generation),9.0,4.57890931841707,0.7133414103843881,1.0012550778121796,6.546253900610753,0.5625806451612902,1.0,0.011344842058787621
200,1,129,Gaussian pert.,92.0,4.57890931841707,0.013618658865526233,0.9990332560870283,-0.4860203547835739,0.8105376344086023,1.0,0.040210489857975824
200,1,129,Convex comb.,92.0,4.57890931841707,0.585218403018207,0.9894388025479737,-0.05987222615290578,0.6417204301075267,1.0,1.85692026032276
200,1,129,SA (retrieval),92.0,4.57890931841707,0.35247388383698386,0.9934606306936442,0.19803751253428228,0.752043010752688,1.0,0.05034365025714214
200,2,128,Bootstrap,92.0,4.57890931841707,-1.0436096431476471e-16,1.001040736007949,-0.5000000000011313,0.8270967741935483,1.0,0.027749335972979565
200,2,128,SA (generation),9.0,4.57890931841707,0.7210213084429683,0.9995597575629461,6.484078867373509,0.5660215053763441,1.0,0.011651165802981067
200,2,128,Gaussian pert.,92.0,4.57890931841707,0.01334648054345275,1.0014675950385314,-0.4862841822505331,0.8283870967741936,1.0,0.022856195017751504
200,2,128,Convex comb.,92.0,4.57890931841707,0.5952911449475005,0.9907190501122184,-0.0594895819919919,0.6219354838709676,1.0,3.1370370102842142
200,2,128,SA (retrieval),92.0,4.57890931841707,0.3563748158059338,0.9881173352627806,0.21216719907285697,0.7496774193548386,1.0,0.037486264841886136
200,3,128,Bootstrap,92.0,4.57890931841707,2.8125649957170635e-17,0.9997133948816986,-0.49999999999977535,0.8243010752688172,1.0,0.018047457119840297
200,3,128,SA (generation),9.0,4.57890931841707,0.7155804091162631,0.9993471834620111,6.456043520408915,0.5769892473118279,1.0,0.014338652748052176
200,3,128,Gaussian pert.,92.0,4.57890931841707,0.013648886188928944,1.0001702020103016,-0.4859535994584267,0.8331182795698925,1.0,0.01992642699880462
200,3,128,Convex comb.,92.0,4.57890931841707,0.5915099970658664,0.9832379355806447,-0.05977126868802354,0.6406451612903223,1.0,1.4344085258167907
200,3,128,SA (retrieval),92.0,4.57890931841707,0.35938445919089335,0.9941759622396904,0.21405488002717793,0.7258064516129032,1.0,0.03336655092969512
200,4,129,Bootstrap,92.0,4.57890931841707,-3.256654205567126e-17,1.0001656104208745,-0.4999999999997732,0.8268817204301073,1.0,0.022182980667031928
200,4,129,SA (generation),9.0,4.57890931841707,0.7166089253846166,1.0005907479550442,6.508195325832324,0.5630107526881719,1.0,0.009209091697542762
200,4,129,Gaussian pert.,92.0,4.57890931841707,0.013874309431388747,1.0002540596630884,-0.48578420432113595,0.8238709677419355,1.0,0.02683393590450424
200,4,129,Convex comb.,92.0,4.57890931841707,0.5896126294601538,0.9821995650757216,-0.06007204768639645,0.7703225806451612,1.0,1.4404137528773346
200,4,129,SA (retrieval),92.0,4.57890931841707,0.35377417942074846,0.9910479085570785,0.19769008314424388,0.7333333333333334,1.0,0.038303422601890624
200,5,126,Bootstrap,92.0,4.57890931841707,-3.92278802034222e-17,1.0001173338426574,-0.4999999999998972,0.8247311827956988,1.0,0.02182814139827422
200,5,126,SA (generation),9.0,4.57890931841707,0.7177839184831665,1.0000774589023862,6.356921011059771,0.5733333333333334,1.0,0.011652735408024086
200,5,126,Gaussian pert.,92.0,4.57890931841707,0.013230697020399392,0.9989429499306122,-0.4863573762182865,0.8240860215053762,1.0,0.035894128868751964
200,5,126,Convex comb.,92.0,4.57890931841707,0.5889820695567614,0.9884655333688598,-0.05959365989972374,0.7279569892473116,1.0,1.23952351048173
200,5,126,SA (retrieval),92.0,4.57890931841707,0.348071229876487,0.9880457209814301,0.18406076624164444,0.7511827956989247,1.0,0.051233357629928034
400,1,183,Bootstrap,109.0,5.448177226584068,-1.1176245114559908e-16,0.9993128776053731,-0.49999999999977196,0.8243010752688171,1.0,0.03397286742407302
400,1,183,SA (generation),11.0,5.448177226584068,0.7398504592161392,0.999686277106487,7.58002287486145,0.5621505376344086,1.0,0.013581253428382218
400,1,183,Gaussian pert.,109.0,5.448177226584068,0.016467018321237707,0.9987343440420714,-0.4830531801956091,0.8225806451612903,1.0,0.027847295628892987
400,1,183,Convex comb.,109.0,5.448177226584068,0.6266145174435412,0.9809280208174835,-0.05590964086672488,0.7582795698924731,1.0,1.3918620115431355
400,1,183,SA (retrieval),109.0,5.448177226584068,0.3876610614769956,0.9908770476913463,0.342149455364995,0.7354838709677419,1.0,0.04091440394966414
400,2,183,Bootstrap,109.0,5.448177226584068,-9.62193288008469e-18,1.0008927345751586,-0.4999999999997744,0.8150537634408601,1.0,0.02232372188993975
400,2,183,SA (generation),11.0,5.448177226584068,0.7356744492714449,0.9997790080545806,7.54240789687184,0.5595698924731183,1.0,0.008752161880623499
400,2,183,Gaussian pert.,109.0,5.448177226584068,0.016330282863897847,0.9992962154285411,-0.4831602823880509,0.8273118279569893,1.0,0.03539057515761213
400,2,183,Convex comb.,109.0,5.448177226584068,0.6312566697706948,0.9815603420323025,-0.05600720945926287,0.6653763440860213,1.0,1.250341415626047
400,2,183,SA (retrieval),109.0,5.448177226584068,0.3908649165784879,0.9902237829004124,0.3431569462498874,0.7352688172043009,1.0,0.03883941104302407
400,3,182,Bootstrap,109.0,5.448177226584068,2.3684757858670008e-17,0.9995607758672732,-0.49999999999977196,0.8243010752688171,1.0,0.02679118023941117
400,3,182,SA (generation),11.0,5.448177226584068,0.7442811747123682,0.9997221577791884,7.699290433515827,0.5621505376344086,1.0,0.008811854780782759
400,3,182,Gaussian pert.,109.0,5.448177226584068,0.01621830047546746,1.0011180906754082,-0.48329258265903374,0.8217204301075268,1.0,0.028794158254134533
400,3,182,Convex comb.,109.0,5.448177226584068,0.6237489550069677,0.9857426169015391,-0.05599826465197104,0.756989247311828,1.0,1.2883830712894524
400,3,182,SA (retrieval),109.0,5.448177226584068,0.389183456450815,0.9893303062278942,0.3434357430312888,0.7329032258064518,1.0,0.036811993787352476
400,4,182,Bootstrap,109.0,5.448177226584068,-1.591319668629391e-16,1.0003514068143287,-0.49999999999977546,0.8144086021505376,1.0,0.031031166145344194
400,4,182,SA (generation),11.0,5.448177226584068,0.7456987988112813,0.9993547658752333,7.705606377876401,0.5608602150537634,1.0,0.008696295730763491
400,4,182,Gaussian pert.,109.0,5.448177226584068,0.016234212963449755,1.00124926162266,-0.4832493884706723,0.8169892473118279,1.0,0.028666454132756945
400,4,182,Convex comb.,109.0,5.448177226584068,0.6184696332359443,0.9850033799005105,-0.05591038235026659,0.7690322580645161,1.0,2.3280133633879774
400,4,182,SA (retrieval),109.0,5.448177226584068,0.38977820479753716,0.9893522470819484,0.34415324188733976,0.7266666666666669,1.0,0.06316989472282733
400,5,182,Bootstrap,109.0,5.448177226584068,-8.141635513917814e-17,1.0000274657739459,-0.4999999999997731,0.8243010752688172,1.0,0.028340134038519933
400,5,182,SA (generation),11.0,5.448177226584068,0.7444658931948474,0.9991046642619719,7.6993308659483155,0.5578494623655914,1.0,0.012380966169479266
400,5,182,Gaussian pert.,109.0,5.448177226584068,0.016104615156405787,1.0006399235972911,-0.48335007389544643,0.8172043010752688,1.0,0.028609198655229394
400,5,182,Convex comb.,109.0,5.448177226584068,0.6255290841159717,0.9858274284844666,-0.055941620440809976,0.7565591397849462,1.0,1.2518377695738512
400,5,182,SA (retrieval),109.0,5.448177226584068,0.39457529619231285,0.9962022263050052,0.34256701095509406,0.738279569892473,1.0,0.05102303757208788
