Family,SeqIdx,ConsensusID
SH3,95,0.542
SH3,96,0.542
SH3,97,0.667
SH3,98,0.542
SH3,99,0.604
SH3,100,0.604
SH3,101,0.604
SH3,102,0.479
SH3,103,0.583
SH3,104,0.646
SH3,105,0.562
SH3,106,0.500
SH3,107,0.604
SH3,108,0.646
SH3,109,0.604
SH3,110,0.625
SH3,111,0.583
SH3,112,0.521
SH3,113,0.562
SH3,114,0.604
SH3,115,0.646
SH3,116,0.625
SH3,117,0.521
SH3,118,0.479
SH3,119,0.583
SH3,120,0.562
SH3,121,0.646
SH3,122,0.562
SH3,123,0.479
SH3,124,0.646
SH3,125,0.688
SH3,126,0.688
SH3,127,0.562
SH3,128,0.583
SH3,129,0.583
SH3,130,0.583
SH3,131,0.521
SH3,132,0.583
SH3,133,0.604
SH3,134,0.646
SH3,135,0.667
SH3,136,0.583
SH3,137,0.521
SH3,138,0.688
SH3,139,0.646
SH3,140,0.562
SH3,141,0.562
SH3,142,0.542
SH3,143,0.583
SH3,144,0.458
SH3,145,0.667
SH3,146,0.479
SH3,147,0.521
SH3,148,0.688
SH3,149,0.625
SH3,150,0.625
WW,1,0.516
WW,2,0.581
WW,3,0.548
WW,4,0.452
WW,5,0.581
WW,6,0.452
WW,7,0.419
WW,8,0.452
WW,9,0.484
WW,10,0.613
WW,11,0.484
WW,12,0.484
WW,13,0.452
WW,14,0.548
WW,15,0.419
WW,16,0.548
WW,17,0.387
WW,18,0.548
WW,19,0.516
WW,20,0.484
WW,21,0.419
WW,22,0.548
WW,23,0.581
WW,24,0.484
WW,25,0.548
WW,26,0.484
WW,27,0.516
WW,28,0.452
WW,29,0.419
WW,30,0.387
WW,31,0.548
WW,32,0.548
WW,33,0.419
WW,34,0.581
WW,35,0.484
WW,36,0.484
WW,37,0.387
WW,38,0.484
WW,39,0.516
WW,40,0.452
WW,41,0.516
WW,42,0.484
WW,43,0.484
WW,44,0.548
WW,45,0.581
WW,46,0.355
WW,47,0.452
WW,48,0.452
WW,49,0.452
WW,50,0.581
WW,51,0.387
WW,52,0.452
WW,53,0.581
WW,54,0.516
WW,55,0.548
WW,56,0.290
WW,57,0.452
WW,58,0.548
WW,59,0.387
WW,60,0.484
WW,61,0.387
WW,62,0.484
WW,63,0.452
WW,64,0.484
WW,65,0.516
WW,66,0.581
WW,67,0.452
WW,68,0.484
WW,69,0.710
WW,70,0.548
WW,71,0.645
WW,72,0.516
WW,73,0.323
WW,74,0.548
WW,75,0.452
WW,76,0.355
WW,77,0.452
WW,78,0.419
WW,79,0.484
WW,80,0.516
WW,81,0.452
WW,82,0.419
WW,83,0.419
WW,84,0.452
WW,85,0.419
WW,86,0.452
WW,87,0.419
WW,88,0.484
WW,89,0.516
WW,90,0.516
WW,91,0.516
WW,92,0.452
WW,93,0.419
WW,94,0.581
WW,95,0.516
WW,96,0.452
WW,97,0.484
WW,98,0.387
WW,99,0.452
WW,100,0.581
WW,101,0.419
WW,102,0.452
WW,103,0.516
WW,104,0.581
WW,105,0.516
WW,106,0.548
WW,107,0.516
WW,108,0.452
WW,109,0.613
WW,110,0.516
WW,111,0.516
WW,112,0.548
WW,113,0.452
WW,114,0.516
WW,115,0.419
WW,116,0.387
WW,117,0.484
WW,118,0.581
WW,119,0.484
WW,120,0.645
WW,121,0.548
WW,122,0.548
WW,123,0.548
WW,124,0.613
WW,125,0.581
WW,126,0.452
WW,127,0.419
WW,128,0.516
WW,129,0.323
WW,130,0.419
WW,131,0.581
WW,132,0.581
WW,133,0.516
WW,134,0.613
WW,135,0.710
WW,136,0.419
WW,137,0.452
WW,138,0.419
WW,139,0.419
WW,140,0.516
WW,141,0.452
WW,142,0.581
WW,143,0.387
WW,144,0.452
WW,145,0.581
WW,146,0.387
WW,147,0.484
WW,148,0.419
WW,149,0.484
WW,150,0.516
Kunitz,1,0.491
Kunitz,2,0.566
Kunitz,3,0.566
Kunitz,4,0.604
Kunitz,5,0.547
Kunitz,6,0.547
Kunitz,7,0.547
Kunitz,8,0.604
Kunitz,9,0.604
Kunitz,10,0.604
Kunitz,11,0.528
Kunitz,12,0.660
Kunitz,13,0.604
Kunitz,14,0.566
Kunitz,15,0.585
Kunitz,16,0.566
Kunitz,17,0.585
Kunitz,18,0.528
Kunitz,19,0.642
Kunitz,20,0.566
Kunitz,21,0.547
Kunitz,22,0.660
Kunitz,23,0.623
Kunitz,24,0.528
Kunitz,25,0.528
Kunitz,26,0.585
Kunitz,27,0.566
Kunitz,28,0.566
Kunitz,29,0.528
Kunitz,30,0.679
Kunitz,31,0.547
Kunitz,32,0.585
Kunitz,33,0.604
Kunitz,34,0.585
Kunitz,35,0.604
Kunitz,36,0.642
Kunitz,37,0.547
Kunitz,38,0.528
Kunitz,39,0.585
Kunitz,40,0.528
Kunitz,41,0.660
Kunitz,42,0.585
Kunitz,43,0.491
Kunitz,44,0.585
Kunitz,45,0.566
Kunitz,46,0.547
Kunitz,47,0.547
Kunitz,48,0.528
Kunitz,49,0.528
Kunitz,50,0.604
Kunitz,51,0.528
Kunitz,52,0.528
Kunitz,53,0.660
Kunitz,54,0.509
Kunitz,55,0.472
Kunitz,56,0.566
Kunitz,57,0.585
Kunitz,58,0.528
Kunitz,59,0.528
Kunitz,60,0.472
Kunitz,61,0.585
Kunitz,62,0.660
Kunitz,63,0.528
Kunitz,64,0.566
Kunitz,65,0.566
Kunitz,66,0.547
Kunitz,67,0.509
Kunitz,68,0.528
Kunitz,69,0.472
Kunitz,70,0.528
Kunitz,71,0.623
Kunitz,72,0.566
Kunitz,73,0.566
Kunitz,74,0.547
Kunitz,75,0.472
Kunitz,76,0.585
Kunitz,77,0.566
Kunitz,78,0.491
Kunitz,79,0.509
Kunitz,80,0.547
Kunitz,81,0.604
Kunitz,82,0.566
Kunitz,83,0.528
Kunitz,84,0.604
Kunitz,85,0.472
Kunitz,86,0.472
Kunitz,87,0.585
Kunitz,88,0.660
Kunitz,89,0.509
Kunitz,90,0.604
Kunitz,91,0.623
Kunitz,92,0.491
Kunitz,93,0.604
Kunitz,94,0.585
Kunitz,95,0.604
Kunitz,96,0.623
Kunitz,97,0.547
Kunitz,98,0.604
Kunitz,99,0.585
Kunitz,100,0.509
Kunitz,101,0.491
Kunitz,102,0.491
Kunitz,103,0.604
Kunitz,104,0.679
Kunitz,105,0.642
Kunitz,106,0.604
Kunitz,107,0.547
Kunitz,108,0.585
Kunitz,109,0.566
Kunitz,110,0.585
Kunitz,111,0.547
Kunitz,112,0.585
Kunitz,113,0.642
Kunitz,114,0.623
Kunitz,115,0.491
Kunitz,116,0.509
Kunitz,117,0.472
Kunitz,118,0.547
Kunitz,119,0.547
Kunitz,120,0.604
Kunitz,121,0.604
Kunitz,122,0.566
Kunitz,123,0.585
Kunitz,124,0.528
Kunitz,125,0.547
Kunitz,126,0.491
Kunitz,127,0.547
Kunitz,128,0.547
Kunitz,129,0.566
Kunitz,130,0.547
Kunitz,131,0.623
Kunitz,132,0.509
Kunitz,133,0.547
Kunitz,134,0.453
Kunitz,135,0.566
Kunitz,136,0.566
Kunitz,137,0.547
Kunitz,138,0.566
Kunitz,139,0.642
Kunitz,140,0.528
Kunitz,141,0.698
Kunitz,142,0.509
Kunitz,143,0.509
Kunitz,144,0.604
Kunitz,145,0.642
Kunitz,146,0.434
Kunitz,147,0.604
Kunitz,148,0.509
Kunitz,149,0.509
Kunitz,150,0.585
zf-C2H2,1,0.391
zf-C2H2,2,0.478
zf-C2H2,3,0.478
zf-C2H2,4,0.522
zf-C2H2,5,0.348
zf-C2H2,6,0.522
zf-C2H2,7,0.522
zf-C2H2,8,0.435
zf-C2H2,9,0.435
zf-C2H2,10,0.522
zf-C2H2,11,0.304
zf-C2H2,12,0.391
zf-C2H2,13,0.348
zf-C2H2,14,0.565
zf-C2H2,15,0.348
zf-C2H2,16,0.478
zf-C2H2,17,0.565
zf-C2H2,18,0.391
zf-C2H2,19,0.348
zf-C2H2,20,0.522
zf-C2H2,21,0.348
zf-C2H2,22,0.435
zf-C2H2,23,0.565
zf-C2H2,24,0.565
zf-C2H2,25,0.478
zf-C2H2,26,0.478
zf-C2H2,27,0.348
zf-C2H2,28,0.435
zf-C2H2,29,0.478
zf-C2H2,30,0.348
zf-C2H2,31,0.435
zf-C2H2,32,0.522
zf-C2H2,33,0.478
zf-C2H2,34,0.435
zf-C2H2,35,0.391
zf-C2H2,36,0.348
zf-C2H2,37,0.391
zf-C2H2,38,0.435
zf-C2H2,39,0.348
zf-C2H2,40,0.391
zf-C2H2,41,0.522
zf-C2H2,42,0.522
zf-C2H2,43,0.391
zf-C2H2,44,0.348
zf-C2H2,45,0.435
zf-C2H2,46,0.391
zf-C2H2,47,0.478
zf-C2H2,48,0.522
zf-C2H2,49,0.304
zf-C2H2,50,0.435
zf-C2H2,51,0.391
zf-C2H2,52,0.522
zf-C2H2,53,0.522
zf-C2H2,54,0.391
zf-C2H2,55,0.435
zf-C2H2,56,0.348
zf-C2H2,57,0.304
zf-C2H2,58,0.478
zf-C2H2,59,0.609
zf-C2H2,60,0.391
zf-C2H2,61,0.435
zf-C2H2,62,0.478
zf-C2H2,63,0.435
zf-C2H2,64,0.391
zf-C2H2,65,0.435
zf-C2H2,66,0.261
zf-C2H2,67,0.348
zf-C2H2,68,0.304
zf-C2H2,69,0.435
zf-C2H2,70,0.435
zf-C2H2,71,0.522
zf-C2H2,72,0.435
zf-C2H2,73,0.391
zf-C2H2,74,0.435
zf-C2H2,75,0.522
zf-C2H2,76,0.348
zf-C2H2,77,0.565
zf-C2H2,78,0.435
zf-C2H2,79,0.391
zf-C2H2,80,0.522
zf-C2H2,81,0.522
zf-C2H2,82,0.478
zf-C2H2,83,0.348
zf-C2H2,84,0.565
zf-C2H2,85,0.391
zf-C2H2,86,0.565
zf-C2H2,87,0.522
zf-C2H2,88,0.304
zf-C2H2,89,0.478
zf-C2H2,90,0.478
zf-C2H2,91,0.435
zf-C2H2,92,0.478
zf-C2H2,93,0.565
zf-C2H2,94,0.478
zf-C2H2,95,0.391
zf-C2H2,96,0.435
zf-C2H2,97,0.348
zf-C2H2,98,0.478
zf-C2H2,99,0.478
zf-C2H2,100,0.348
zf-C2H2,101,0.261
zf-C2H2,102,0.609
zf-C2H2,103,0.435
zf-C2H2,104,0.478
zf-C2H2,105,0.435
zf-C2H2,106,0.348
zf-C2H2,107,0.435
zf-C2H2,108,0.435
zf-C2H2,109,0.478
zf-C2H2,110,0.391
zf-C2H2,111,0.435
zf-C2H2,112,0.391
zf-C2H2,113,0.391
zf-C2H2,114,0.435
zf-C2H2,115,0.304
zf-C2H2,116,0.435
zf-C2H2,117,0.348
zf-C2H2,118,0.435
zf-C2H2,119,0.522
zf-C2H2,120,0.348
zf-C2H2,121,0.348
zf-C2H2,122,0.391
zf-C2H2,123,0.478
zf-C2H2,124,0.435
zf-C2H2,125,0.478
zf-C2H2,126,0.522
zf-C2H2,127,0.435
zf-C2H2,128,0.391
zf-C2H2,129,0.391
zf-C2H2,130,0.478
zf-C2H2,131,0.478
zf-C2H2,132,0.565
zf-C2H2,133,0.435
zf-C2H2,134,0.435
zf-C2H2,135,0.348
zf-C2H2,136,0.565
zf-C2H2,137,0.609
zf-C2H2,138,0.522
zf-C2H2,139,0.391
zf-C2H2,140,0.609
zf-C2H2,141,0.435
zf-C2H2,142,0.435
zf-C2H2,143,0.522
zf-C2H2,144,0.348
zf-C2H2,145,0.522
zf-C2H2,146,0.391
zf-C2H2,147,0.565
zf-C2H2,148,0.478
zf-C2H2,149,0.565
zf-C2H2,150,0.348
PDZ,1,0.639
PDZ,2,0.651
PDZ,3,0.518
PDZ,4,0.651
PDZ,5,0.566
PDZ,6,0.530
PDZ,7,0.530
PDZ,8,0.614
PDZ,9,0.422
PDZ,10,0.482
PDZ,11,0.627
PDZ,12,0.530
PDZ,13,0.494
PDZ,14,0.470
PDZ,15,0.663
PDZ,16,0.675
PDZ,17,0.494
PDZ,18,0.506
PDZ,19,0.590
PDZ,20,0.614
PDZ,21,0.506
PDZ,22,0.651
PDZ,23,0.578
PDZ,24,0.446
PDZ,25,0.663
PDZ,26,0.554
PDZ,27,0.602
PDZ,28,0.566
PDZ,29,0.614
PDZ,30,0.554
PDZ,31,0.602
PDZ,32,0.530
PDZ,33,0.518
PDZ,34,0.566
PDZ,35,0.639
PDZ,36,0.566
PDZ,37,0.602
PDZ,38,0.530
PDZ,39,0.506
PDZ,40,0.458
PDZ,41,0.639
PDZ,42,0.602
PDZ,43,0.590
PDZ,44,0.590
PDZ,45,0.602
PDZ,46,0.651
PDZ,47,0.566
PDZ,48,0.434
PDZ,49,0.542
PDZ,50,0.518
PDZ,51,0.566
PDZ,52,0.566
PDZ,53,0.602
PDZ,54,0.566
PDZ,55,0.602
PDZ,56,0.602
PDZ,57,0.554
PDZ,58,0.675
PDZ,59,0.602
PDZ,60,0.602
PDZ,61,0.602
PDZ,62,0.614
PDZ,63,0.530
PDZ,64,0.554
PDZ,65,0.614
PDZ,66,0.687
PDZ,67,0.470
PDZ,68,0.530
PDZ,69,0.627
PDZ,70,0.482
PDZ,71,0.614
PDZ,72,0.506
PDZ,73,0.590
PDZ,74,0.614
PDZ,75,0.747
PDZ,76,0.590
PDZ,77,0.530
PDZ,78,0.627
PDZ,79,0.687
PDZ,80,0.506
PDZ,81,0.590
PDZ,82,0.590
PDZ,83,0.506
PDZ,84,0.494
PDZ,85,0.386
PDZ,86,0.578
PDZ,87,0.614
PDZ,88,0.482
PDZ,89,0.494
PDZ,90,0.687
PDZ,91,0.554
PDZ,92,0.627
PDZ,93,0.506
PDZ,94,0.554
PDZ,95,0.578
PDZ,96,0.434
PDZ,97,0.422
PDZ,98,0.602
PDZ,99,0.663
PDZ,100,0.602
PDZ,101,0.434
PDZ,102,0.542
PDZ,103,0.482
PDZ,104,0.530
PDZ,105,0.470
PDZ,106,0.482
PDZ,107,0.627
PDZ,108,0.470
PDZ,109,0.530
PDZ,110,0.542
PDZ,111,0.578
PDZ,112,0.651
PDZ,113,0.723
PDZ,114,0.614
PDZ,115,0.554
PDZ,116,0.446
PDZ,117,0.422
PDZ,118,0.554
PDZ,119,0.639
PDZ,120,0.590
PDZ,121,0.590
PDZ,122,0.590
PDZ,123,0.578
PDZ,124,0.349
PDZ,125,0.410
PDZ,126,0.506
PDZ,127,0.639
PDZ,128,0.470
PDZ,129,0.518
PDZ,130,0.542
PDZ,131,0.614
PDZ,132,0.651
PDZ,133,0.542
PDZ,134,0.590
PDZ,135,0.542
PDZ,136,0.639
PDZ,137,0.614
PDZ,138,0.602
PDZ,139,0.506
PDZ,140,0.518
PDZ,141,0.602
PDZ,142,0.506
PDZ,143,0.578
PDZ,144,0.675
PDZ,145,0.590
PDZ,146,0.482
PDZ,147,0.675
PDZ,148,0.542
PDZ,149,0.554
PDZ,150,0.530
Pkinase,1,0.744
Pkinase,2,0.664
Pkinase,3,0.794
Pkinase,4,0.752
Pkinase,5,0.752
Pkinase,6,0.721
Pkinase,7,0.790
Pkinase,8,0.710
Pkinase,9,0.771
Pkinase,10,0.760
Pkinase,11,0.706
Pkinase,12,0.695
Pkinase,13,0.760
Pkinase,14,0.672
Pkinase,15,0.706
Pkinase,16,0.748
Pkinase,17,0.668
Pkinase,18,0.798
Pkinase,19,0.740
Pkinase,20,0.756
Pkinase,21,0.744
Pkinase,22,0.775
Pkinase,23,0.809
Pkinase,24,0.740
Pkinase,25,0.714
Pkinase,26,0.695
Pkinase,27,0.752
Pkinase,28,0.710
Pkinase,29,0.744
Pkinase,30,0.767
Pkinase,31,0.649
Pkinase,32,0.802
Pkinase,33,0.794
Pkinase,34,0.737
Pkinase,35,0.718
Pkinase,36,0.740
Pkinase,37,0.737
Pkinase,38,0.626
Pkinase,39,0.744
Pkinase,40,0.725
Pkinase,41,0.740
Pkinase,42,0.763
Pkinase,43,0.794
Pkinase,44,0.809
Pkinase,45,0.679
Pkinase,46,0.748
Pkinase,47,0.698
Pkinase,48,0.725
Pkinase,49,0.721
Pkinase,50,0.798
Pkinase,51,0.733
Pkinase,52,0.733
Pkinase,53,0.744
Pkinase,54,0.660
Pkinase,55,0.748
Pkinase,56,0.748
Pkinase,57,0.710
Pkinase,58,0.729
Pkinase,59,0.687
Pkinase,60,0.721
Pkinase,61,0.737
Pkinase,62,0.733
Pkinase,63,0.782
Pkinase,64,0.729
Pkinase,65,0.752
Pkinase,66,0.733
Pkinase,67,0.725
Pkinase,68,0.748
Pkinase,69,0.767
Pkinase,70,0.698
Pkinase,71,0.683
Pkinase,72,0.710
Pkinase,73,0.733
Pkinase,74,0.645
Pkinase,75,0.740
Pkinase,76,0.737
Pkinase,77,0.687
Pkinase,78,0.710
Pkinase,79,0.641
Pkinase,80,0.725
Pkinase,81,0.725
Pkinase,82,0.760
Pkinase,83,0.740
Pkinase,84,0.733
Pkinase,85,0.721
Pkinase,86,0.763
Pkinase,87,0.706
Pkinase,88,0.702
Pkinase,89,0.748
Pkinase,90,0.702
Pkinase,91,0.687
Pkinase,92,0.752
Pkinase,93,0.679
Pkinase,94,0.733
Pkinase,95,0.721
Pkinase,96,0.775
Pkinase,97,0.775
Pkinase,98,0.767
Pkinase,99,0.744
Pkinase,100,0.737
Pkinase,101,0.737
Pkinase,102,0.786
Pkinase,103,0.752
Pkinase,104,0.683
Pkinase,105,0.767
Pkinase,106,0.718
Pkinase,107,0.733
Pkinase,108,0.756
Pkinase,109,0.672
Pkinase,110,0.740
Pkinase,111,0.786
Pkinase,112,0.733
Pkinase,113,0.752
Pkinase,114,0.710
Pkinase,115,0.779
Pkinase,116,0.733
Pkinase,117,0.702
Pkinase,118,0.763
Pkinase,119,0.691
Pkinase,120,0.695
Pkinase,121,0.695
Pkinase,122,0.805
Pkinase,123,0.771
Pkinase,124,0.748
Pkinase,125,0.649
Pkinase,126,0.817
Pkinase,127,0.740
Pkinase,128,0.656
Pkinase,129,0.714
Pkinase,130,0.718
Pkinase,131,0.714
Pkinase,132,0.721
Pkinase,133,0.752
Pkinase,134,0.748
Pkinase,135,0.691
Pkinase,136,0.763
Pkinase,137,0.737
Pkinase,138,0.786
Pkinase,139,0.752
Pkinase,140,0.710
Pkinase,141,0.760
Pkinase,142,0.687
Pkinase,143,0.786
Pkinase,144,0.733
Pkinase,145,0.714
Pkinase,146,0.695
Pkinase,147,0.779
Pkinase,148,0.706
Pkinase,149,0.748
Pkinase,150,0.756
Defensin_beta,1,0.528
Defensin_beta,2,0.667
Defensin_beta,3,0.722
Defensin_beta,4,0.667
Defensin_beta,5,0.694
Defensin_beta,6,0.500
Defensin_beta,7,0.556
Defensin_beta,8,0.556
Defensin_beta,9,0.583
Defensin_beta,10,0.639
Defensin_beta,11,0.611
Defensin_beta,12,0.611
Defensin_beta,13,0.500
Defensin_beta,14,0.444
Defensin_beta,15,0.528
Defensin_beta,16,0.694
Defensin_beta,17,0.444
Defensin_beta,18,0.556
Defensin_beta,19,0.639
Defensin_beta,20,0.528
Defensin_beta,21,0.389
Defensin_beta,22,0.833
Defensin_beta,23,0.444
Defensin_beta,24,0.444
Defensin_beta,25,0.667
Defensin_beta,26,0.639
Defensin_beta,27,0.750
Defensin_beta,28,0.694
Defensin_beta,29,0.639
Defensin_beta,30,0.417
Defensin_beta,31,0.417
Defensin_beta,32,0.528
Defensin_beta,33,0.472
Defensin_beta,34,0.500
Defensin_beta,35,0.472
Defensin_beta,36,0.750
Defensin_beta,37,0.556
Defensin_beta,38,0.472
Defensin_beta,39,0.639
Defensin_beta,40,0.444
Defensin_beta,41,0.750
Defensin_beta,42,0.583
Defensin_beta,43,0.611
Defensin_beta,44,0.639
Defensin_beta,45,0.583
Defensin_beta,46,0.639
Defensin_beta,47,0.639
Defensin_beta,48,0.472
Defensin_beta,49,0.611
Defensin_beta,50,0.528
Defensin_beta,51,0.472
Defensin_beta,52,0.472
Defensin_beta,53,0.556
Defensin_beta,54,0.639
Defensin_beta,55,0.611
Defensin_beta,56,0.556
Defensin_beta,57,0.556
Defensin_beta,58,0.750
Defensin_beta,59,0.611
Defensin_beta,60,0.500
Defensin_beta,61,0.556
Defensin_beta,62,0.667
Defensin_beta,63,0.667
Defensin_beta,64,0.556
Defensin_beta,65,0.333
Defensin_beta,66,0.667
Defensin_beta,67,0.694
Defensin_beta,68,0.611
Defensin_beta,69,0.722
Defensin_beta,70,0.472
Defensin_beta,71,0.611
Defensin_beta,72,0.639
Defensin_beta,73,0.639
Defensin_beta,74,0.556
Defensin_beta,75,0.722
Defensin_beta,76,0.528
Defensin_beta,77,0.528
Defensin_beta,78,0.528
Defensin_beta,79,0.611
Defensin_beta,80,0.528
Defensin_beta,81,0.694
Defensin_beta,82,0.528
Defensin_beta,83,0.583
Defensin_beta,84,0.389
Defensin_beta,85,0.583
Defensin_beta,86,0.528
Defensin_beta,87,0.611
Defensin_beta,88,0.444
Defensin_beta,89,0.472
Defensin_beta,90,0.667
Defensin_beta,91,0.611
Defensin_beta,92,0.556
Defensin_beta,93,0.472
Defensin_beta,94,0.639
Defensin_beta,95,0.694
Defensin_beta,96,0.611
Defensin_beta,97,0.583
Defensin_beta,98,0.639
Defensin_beta,99,0.611
Defensin_beta,100,0.583
Defensin_beta,101,0.556
Defensin_beta,102,0.389
Defensin_beta,103,0.722
Defensin_beta,104,0.778
Defensin_beta,105,0.500
Defensin_beta,106,0.556
Defensin_beta,107,0.639
Defensin_beta,108,0.417
Defensin_beta,109,0.694
Defensin_beta,110,0.583
Defensin_beta,111,0.611
Defensin_beta,112,0.639
Defensin_beta,113,0.611
Defensin_beta,114,0.472
Defensin_beta,115,0.528
Defensin_beta,116,0.472
Defensin_beta,117,0.472
Defensin_beta,118,0.472
Defensin_beta,119,0.528
Defensin_beta,120,0.778
Defensin_beta,121,0.583
Defensin_beta,122,0.528
Defensin_beta,123,0.583
Defensin_beta,124,0.472
Defensin_beta,125,0.500
Defensin_beta,126,0.472
Defensin_beta,127,0.694
Defensin_beta,128,0.639
Defensin_beta,129,0.556
Defensin_beta,130,0.556
Defensin_beta,131,0.611
Defensin_beta,132,0.639
Defensin_beta,133,0.583
Defensin_beta,134,0.722
Defensin_beta,135,0.556
Defensin_beta,136,0.639
Defensin_beta,137,0.556
Defensin_beta,138,0.722
Defensin_beta,139,0.528
Defensin_beta,140,0.528
Defensin_beta,141,0.528
Defensin_beta,142,0.694
Defensin_beta,143,0.500
Defensin_beta,144,0.694
Defensin_beta,145,0.611
Defensin_beta,146,0.472
Defensin_beta,147,0.556
Defensin_beta,148,0.694
Defensin_beta,149,0.528
Defensin_beta,150,0.667
